Message stats for scenario tes_RL
sim_time: 43200.1000
Testing untuk node p0
Total nodes = 126
p0, [0.005791052204630622, 0.0023304474533649895, 0.0014326846945033396, 0.0010579678240668928, 8.590898062797622E-4, 7.379239441650981E-4, 6.568328393002584E-4, 5.988397645245772E-4, 5.54938388338814E-4, 5.203505580126325E-4, 4.921876664244865E-4, 4.6878568868970156E-4, 4.490696186846614E-4, 4.3214713506519776E-4, 4.1746049361622177E-4, 4.04544580617113E-4, 3.930668650717308E-4, 3.8276615773188136E-4, 3.734786846192788E-4, 3.6504957642040137E-4, 3.573660044129771E-4, 3.5033058690142794E-4, 3.438523105717433E-4, 3.378638158227583E-4, 3.3230796504795523E-4, 3.2713812158169045E-4, 3.2231450813031097E-4, 3.17795317777573E-4, 3.13548922062149E-4, 3.0955073583251847E-4, 3.057762458121992E-4, 3.0220638339663775E-4, 2.9882403498526647E-4, 2.9561202573386236E-4, 2.925551965660681E-4]
p1, [Infinity, 0.007371366379215825, 0.0033359382582213025, 0.002154231311376844, 0.0016315467169974358, 0.001337828921696868, 0.0011540128365173069, 0.0010282480815692644, 9.366112245693785E-4, 8.666550547424724E-4, 8.114131399345705E-4, 7.665416869006715E-4, 7.291917058924545E-4, 6.97452486942354E-4, 6.701834439695843E-4, 6.465166015565746E-4, 6.25696663856876E-4, 6.071409524378676E-4, 5.904433072274332E-4, 5.753234673461204E-4, 5.61587429473481E-4, 5.49051467750014E-4, 5.374999504387694E-4, 5.268307511838956E-4, 5.169508867395277E-4, 5.077778843528336E-4, 4.992288131587048E-4, 4.912446454787056E-4, 4.8375566790855506E-4, 4.767192871466825E-4, 4.7009281639479186E-4, 4.638410903856312E-4, 4.579262923807288E-4, 4.523248857562828E-4, 4.4701403526654676E-4]
p2, [Infinity, 0.004897990258375268, 0.0021745683359576107, 0.0014226382531173976, 0.0010849854668373603, 8.927694696856247E-4, 7.708265711064715E-4, 6.873932482940447E-4, 6.263940262870916E-4, 5.793870441273355E-4, 5.42085155675911E-4, 5.118458900681004E-4, 4.867120760307787E-4, 4.6545157485324245E-4, 4.471633662644163E-4, 4.3122273645658076E-4, 4.1720391849835056E-4, 4.0476905777477306E-4, 3.9366804588680885E-4, 3.8368003588780023E-4, 3.7463641633866203E-4, 3.6638529336523016E-4, 3.5882279597058324E-4, 3.5185653663408905E-4, 3.4540991794788716E-4, 3.394263363290399E-4, 3.338505120120275E-4, 3.286423742243718E-4, 3.2376567670157347E-4, 3.1918965439832697E-4, 3.148863999086315E-4, 3.1082688276258406E-4, 3.069888679274577E-4, 3.033547345002347E-4, 2.999073004662207E-4]
p3, [0.005340834485372752, 0.002176310739569873, 0.00138655034440038, 0.001013687561320025, 8.128557941484166E-4, 6.900700191214617E-4, 6.077633928660835E-4, 5.494178540872745E-4, 5.059406586979086E-4, 4.721091328761099E-4, 4.4493555982018954E-4, 4.2266776282633763E-4, 4.0400382026786264E-4, 3.8809952554656074E-4, 3.743235625828655E-4, 3.6227052771806834E-4, 3.51632420818686E-4, 3.4214858080151535E-4, 3.336250389193946E-4, 3.259109702152407E-4, 3.1888315136519366E-4, 3.124419489773464E-4, 3.065089641987169E-4, 3.010262998203928E-4, 2.959442032429143E-4, 2.912160709210675E-4, 2.8680361942644457E-4, 2.8267578214457987E-4, 2.788017082359461E-4, 2.7515786468316556E-4, 2.7172030546188575E-4, 2.6846819666384553E-4, 2.6538633163028025E-4, 2.624621051502265E-4, 2.5968316979002387E-4]
p4, [0.004542082645708815, 0.0018993867819555278, 0.001191852133836273, 8.900687845853892E-4, 7.282493547017578E-4, 6.278475023034555E-4, 5.5968610375182E-4, 5.105076932067913E-4, 4.734565806714455E-4, 4.4432144398033136E-4, 4.208139033182362E-4, 4.013431442976356E-4, 3.8490204264880946E-4, 3.70839952937989E-4, 3.586500431292487E-4, 3.4792818071147086E-4, 3.3841248987436087E-4, 3.2989500242853456E-4, 3.222138842695962E-4, 3.152448212275075E-4, 3.0888745375374257E-4, 3.030517550034519E-4, 2.976726829190486E-4, 2.9269710468866113E-4, 2.8808022718711636E-4, 2.8377889719251445E-4, 2.797507905956626E-4, 2.759698481216061E-4, 2.724134453792608E-4, 2.690629217314163E-4, 2.6589912264257003E-4, 2.6290546003440897E-4, 2.600670501945866E-4, 2.573693500138412E-4, 2.548014376685615E-4]
p5, [0.006392978005626765, 0.0021866366116539554, 0.0012757726612534941, 9.266597431998405E-4, 7.49078422447571E-4, 6.437057982607136E-4, 5.734247002886483E-4, 5.234613900271362E-4, 4.857708605750495E-4, 4.559989238618584E-4, 4.317865889244757E-4, 4.1172146861097125E-4, 3.9473800722853326E-4, 3.8015661712424497E-4, 3.6748918515331144E-4, 3.563502025398044E-4, 3.4648113631684875E-4, 3.376667530078231E-4, 3.2973062734347044E-4, 3.225260092254034E-4, 3.1595768100377584E-4, 3.099354896028285E-4, 3.043903792990526E-4, 2.992617288663801E-4, 2.944991945320652E-4, 2.900608727907198E-4, 2.859137063390342E-4, 2.820270909169712E-4, 2.7837443944922507E-4, 2.749312620057982E-4, 2.7167838066803423E-4, 2.686000880894451E-4, 2.6568070749278557E-4, 2.629074741382674E-4, 2.602688277381855E-4]
p6, [0.003015495745339091, 0.0012820613509350405, 8.216822934415925E-4, 6.229854236811523E-4, 5.163387835371174E-4, 4.499551898959936E-4, 4.045598225616494E-4, 3.7171942820360675E-4, 3.467027045135157E-4, 3.2692927578475755E-4, 3.108851981083304E-4, 2.9757156264083627E-4, 2.8628573487202077E-4, 2.765727143331063E-4, 2.680991025692022E-4, 2.606255440286371E-4, 2.5397074031999884E-4, 2.4798723703728587E-4, 2.425683091415564E-4, 2.376395195317385E-4, 2.3312994915525181E-4, 2.2898025584896982E-4, 2.2514588051691188E-4, 2.2158687604329494E-4, 2.1827074998184777E-4, 2.1517515605318222E-4, 2.1227823629846595E-4, 2.0956015226399053E-4, 2.0700345069732653E-4, 2.0459227926139872E-4, 2.0231096054374058E-4, 2.001494349836395E-4, 1.980971273167495E-4, 1.9614591040467065E-4, 1.9428735642879738E-4]
p7, [0.010494006921207727, 0.004113429452791994, 0.002497830349077234, 0.0017961226693536379, 0.001417689483558702, 0.001190190582425265, 0.00104108134597875, 9.352412266271107E-4, 8.556485622697818E-4, 7.929941935052839E-4, 7.429456862724339E-4, 7.019045645229505E-4, 6.67722019614158E-4, 6.387405958419422E-4, 6.137147145480517E-4, 5.918886192905898E-4, 5.727113948817333E-4, 5.557304775827398E-4, 5.405516231156772E-4, 5.268643494174312E-4, 5.144414503863454E-4, 5.030779891359461E-4, 4.926390241589037E-4, 4.829978141722199E-4, 4.7407997018155843E-4, 4.65809525817057E-4, 4.581062114740363E-4, 4.509092221485263E-4, 4.4417272371931603E-4, 4.37853685051936E-4, 4.3191023096183964E-4, 4.2629909071187306E-4, 4.2099254317676385E-4, 4.1596372797137967E-4, 4.111919069671358E-4]
p8, [0.00341975115477011, 0.0014686912361021476, 9.646848909759337E-4, 7.465632169652146E-4, 6.219182956682382E-4, 5.421280723584184E-4, 4.8678039240845124E-4, 4.4659613917208456E-4, 4.1606532509725144E-4, 3.918209720269535E-4, 3.7214447243208085E-4, 3.557800778809182E-4, 3.419055384715136E-4, 3.29970959644034E-4, 3.1953299122067106E-4, 3.1030580438390283E-4, 3.020732374437547E-4, 2.946822002633055E-4, 2.8801042703297176E-4, 2.8195403465070906E-4, 2.7641417626953223E-4, 2.7132569031311683E-4, 2.666333120778881E-4, 2.622917504360221E-4, 2.5825842927802516E-4, 2.544967728270817E-4, 2.5097213868441386E-4, 2.4765968696807006E-4, 2.4454077986342537E-4, 2.4159791095733525E-4, 2.388161662373613E-4, 2.361819614427081E-4, 2.3368257224245652E-4, 2.3130792205289304E-4, 2.2904769596176344E-4]
p9, [0.005838819754330329, 0.002682618669270185, 0.0017250035179228547, 0.0012828744255884894, 0.0010455311055072123, 8.999029087583935E-4, 8.00531517866124E-4, 7.286189204689559E-4, 6.734732647528827E-4, 6.298964510118322E-4, 5.94438807852006E-4, 5.649569625670938E-4, 5.400391159513E-4, 5.187710304659056E-4, 5.003842892705169E-4, 4.842520254941932E-4, 4.6993029133170753E-4, 4.571549502687486E-4, 4.456558527514773E-4, 4.3521557349308036E-4, 4.2568967661198615E-4, 4.1694216995249116E-4, 4.088946795260255E-4, 4.014593757673131E-4, 3.945628749551026E-4, 3.881462836803729E-4, 3.82159577846152E-4, 3.7655855511071747E-4, 3.7130435514097103E-4, 3.6635863887595524E-4, 3.61692057879654E-4, 3.572782432736959E-4, 3.5309911855361723E-4, 3.491313094241953E-4, 3.453584594067966E-4]
p10, [0.007213104040535812, 0.00266792289031696, 0.0015440162667906265, 0.0011003599812826862, 8.728680445856534E-4, 7.385845985587478E-4, 6.504898729341688E-4, 5.880509749433114E-4, 5.41600341351752E-4, 5.054775776307482E-4, 4.76549240737945E-4, 4.5285655593835976E-4, 4.3299720533036953E-4, 4.160958552578223E-4, 4.015140867540931E-4, 3.887487125772099E-4, 3.774591853206977E-4, 3.673944845725977E-4, 3.583476667653389E-4, 3.501689645952273E-4, 3.427265357250263E-4, 3.35912304453079E-4, 3.2964673572084965E-4, 3.2386218749074034E-4, 3.1850201081669175E-4, 3.135185625221961E-4, 3.0887095318141606E-4, 3.045231104535911E-4, 3.004445763545852E-4, 2.966078700347735E-4, 2.929871790033277E-4, 2.895617328401593E-4, 2.863155236763301E-4, 2.832333027026475E-4, 2.8030315536347087E-4]
p11, [0.005462592444660175, 0.0021790268979409422, 0.001356414606136121, 9.986313007115102E-4, 8.085821455648575E-4, 6.929818686168071E-4, 6.161185904657521E-4, 5.613849963531616E-4, 5.20456962007642E-4, 4.884393870452053E-4, 4.626410344028447E-4, 4.412698104073679E-4, 4.232441569071257E-4, 4.0778862138510414E-4, 3.9426559291705517E-4, 3.823409854201654E-4, 3.717441320649647E-4, 3.6226896545991623E-4, 3.5373086805334374E-4, 3.45960436289853E-4, 3.3885947644571887E-4, 3.323363371031899E-4, 3.263240446029707E-4, 3.207574819299882E-4, 3.155909846016835E-4, 3.107745198993591E-4, 3.0627073761977427E-4, 3.020494311342687E-4, 2.98085094669456E-4, 2.943522079072692E-4, 2.9082863040801125E-4, 2.8749421380162187E-4, 2.8433349181208845E-4, 2.8133196789432925E-4, 2.784759060442426E-4]
p12, [0.0073917113197797205, 0.0030732435994853067, 0.0018779121014951491, 0.0013811037216812133, 0.0011078158519139964, 9.368200915214085E-4, 8.205666686887699E-4, 7.376659226476871E-4, 6.762593901900746E-4, 6.287161373067964E-4, 5.907329157946772E-4, 5.595766706758555E-4, 5.334615076312219E-4, 5.112851433482858E-4, 4.922264630776326E-4, 4.756289607128662E-4, 4.6101640450876776E-4, 4.480041120191688E-4, 4.3633801053185765E-4, 4.2581446716992427E-4, 4.162351949324532E-4, 4.0748184626056657E-4, 3.994276264880535E-4, 3.919894082279326E-4, 3.8510253880683494E-4, 3.7870229527974306E-4, 3.727357212664198E-4, 3.6715106235691084E-4, 3.6191285891266407E-4, 3.569866770402373E-4, 3.5234343163661157E-4, 3.479582385522196E-4, 3.4380402974965285E-4, 3.398626313834638E-4, 3.361195346718615E-4]
p13, [Infinity, 0.019427539156463072, 0.00847885390424598, 0.004878319042058259, 0.003318945524126666, 0.0025008038865946673, 0.002013368901044815, 0.001700828704105507, 0.001486324771521355, 0.0013319506350647783, 0.0012156579548832352, 0.0011252130272106332, 0.001052973973362175, 9.935641401009469E-4, 9.436325342814819E-4, 9.007375148957918E-4, 8.635588607570566E-4, 8.310623536983088E-4, 8.023745220706333E-4, 7.768376885282646E-4, 7.539763451562774E-4, 7.333720670833826E-4, 7.14687298443168E-4, 6.97639532073733E-4, 6.820041504981367E-4, 6.676016976422593E-4, 6.542760745708203E-4, 6.4190113029846E-4, 6.303709645946798E-4, 6.195993796682177E-4, 6.095027444935981E-4, 6.000166173249948E-4, 5.910703809320327E-4, 5.82625879615333E-4, 5.746372982785127E-4]
p14, [0.003604843653868727, 0.0015485600762715909, 9.83126353661788E-4, 7.392775429778055E-4, 6.087062082299228E-4, 5.287465101418503E-4, 4.7508827253792314E-4, 4.366245113558254E-4, 4.073247930605774E-4, 3.8416683802093934E-4, 3.653857379863723E-4, 3.497410224153696E-4, 3.3646237279844304E-4, 3.250346102464306E-4, 3.1507700888631685E-4, 3.0630677297644864E-4, 2.9850658173589885E-4, 2.9151134319559504E-4, 2.8519597850015685E-4, 2.794605931454913E-4, 2.742181265409398E-4, 2.6940012114108E-4, 2.6495301172475074E-4, 2.608335639431718E-4, 2.570006432870846E-4, 2.5342160565128513E-4, 2.500672516912816E-4, 2.469143619336797E-4, 2.439458508882494E-4, 2.4114461015096458E-4, 2.3849551108209933E-4, 2.3598436025292055E-4, 2.33599204693142E-4, 2.3133047814727402E-4, 2.2916963271659213E-4]
p15, [0.007082500765063492, 0.0024381605241115475, 0.0014373726674725969, 0.0010159486820904612, 7.952638563172753E-4, 6.641230555183043E-4, 5.786499174151676E-4, 5.189175662402028E-4, 4.7490869096624604E-4, 4.4117855518489705E-4, 4.1444669356337986E-4, 3.9267746244673175E-4, 3.745704279606776E-4, 3.592357933136034E-4, 3.460433583421151E-4, 3.345417595817067E-4, 3.2438772654475143E-4, 3.153574305191927E-4, 3.072476667008045E-4, 2.9990954156047946E-4, 2.932305786923199E-4, 2.8712740780540124E-4, 2.8152500513677195E-4, 2.7635365451856805E-4, 2.715636902447468E-4, 2.6710861869089203E-4, 2.629551695625943E-4, 2.590671212139709E-4, 2.554208692322717E-4, 2.5199166623474296E-4, 2.4875973027116183E-4, 2.457069407394028E-4, 2.4281796197582275E-4, 2.400792014120935E-4, 2.374782094880571E-4]
p16, [0.002849079902287822, 0.00127581686899034, 8.459129396955201E-4, 6.550512398296531E-4, 5.504288782106247E-4, 4.851679125803314E-4, 4.404380415065719E-4, 4.0780425907598126E-4, 3.827163863713843E-4, 3.6260314120027475E-4, 3.4610731221937466E-4, 3.3231601864778566E-4, 3.2056954754302637E-4, 3.1039999821245453E-4, 3.0146838559482755E-4, 2.9354789682244157E-4, 2.864547093860553E-4, 2.8006340959131474E-4, 2.7426770940712513E-4, 2.689880391118784E-4, 2.6415132157707016E-4, 2.596945164156792E-4, 2.5557381408015603E-4, 2.517373021991875E-4, 2.4815601835494547E-4, 2.4480563286105795E-4, 2.4166213045953317E-4, 2.387056192758754E-4, 2.3592032809520672E-4, 2.3328856844795142E-4, 2.307960520801723E-4, 2.284312927612713E-4, 2.2618410281477735E-4, 2.2404508444963872E-4, 2.2200514396385497E-4]
p17, [0.005061454283378581, 0.0022971577436690783, 0.001545984444494492, 0.0012050737172120587, 9.976595680368204E-4, 8.596213192378112E-4, 7.631959078468599E-4, 6.929814082538878E-4, 6.401610443884384E-4, 5.990029229875578E-4, 5.656391242095186E-4, 5.379601918303956E-4, 5.144948939199903E-4, 4.943107032304882E-4, 4.76763086664295E-4, 4.6138745023157696E-4, 4.4777363123868415E-4, 4.3559523326928734E-4, 4.2462748552455466E-4, 4.1467662961176095E-4, 4.0560593157376227E-4, 3.9730875706082595E-4, 3.8967617243534545E-4, 3.826272214875398E-4, 3.760871801023447E-4, 3.699991523313851E-4, 3.6431476036776693E-4, 3.5899613220914043E-4, 3.540093419486811E-4, 3.4932188446038285E-4, 3.448999823196584E-4, 3.4072112786242415E-4, 3.3676325678262594E-4, 3.3300967617052603E-4, 3.2944188910219186E-4]
p18, [0.0026123883650386705, 0.0011591329827300091, 7.519407887313068E-4, 5.722981961647163E-4, 4.733648629915263E-4, 4.1193832837663755E-4, 3.7036842823129975E-4, 3.4039688814329483E-4, 3.177317453424163E-4, 2.9994175669314474E-4, 2.8548388438929124E-4, 2.734568872163087E-4, 2.632626070637632E-4, 2.5448379968839337E-4, 2.4682102638469455E-4, 2.4006614948190937E-4, 2.3405219726738946E-4, 2.2865208882616298E-4, 2.2376609463688099E-4, 2.1931901026246353E-4, 2.1524849901230795E-4, 2.1150418890390443E-4, 2.0804196290671748E-4, 2.0482811333820435E-4, 2.0183666672215535E-4, 1.990438738782028E-4, 1.9642963491720873E-4, 1.9397554882241163E-4, 1.9166455341567928E-4, 1.8948218246351878E-4, 1.874181123150616E-4, 1.8546229329445893E-4, 1.8360547040691434E-4, 1.8183937339408065E-4, 1.80156514571539E-4]
p19, [Infinity, 0.03153248865006129, 0.012461337988992545, 0.007750477394826489, 0.005560695763937477, 0.00425049826060233, 0.003459437303033801, 0.002914264825942092, 0.002532693218364851, 0.00225312128634066, 0.002041487612241746, 0.0018765047509046399, 0.00174392002315364, 0.0016357454779466843, 0.001545668986543144, 0.0014690356274350272, 0.0014031381184945093, 0.0013457408109536194, 0.0012953644945287014, 0.0012508163101601062, 0.0012109971799652399, 0.0011751639894716538, 0.001142691690495725, 0.0011131004464301879, 0.0010860009828003675, 0.0010611105438583374, 0.0010381779749568589, 0.0010169824124083547, 9.973018154822006E-4, 9.789515797543162E-4, 9.618029374701566E-4, 9.457269615487777E-4, 9.30637762971035E-4, 9.164296714437315E-4, 9.030091985126085E-4]
p20, [0.013673421520395067, 0.003988031518615756, 0.002124993064537196, 0.0014348492891192515, 0.001102869669587154, 9.116951608119052E-4, 7.892048369974377E-4, 7.050387203817208E-4, 6.435889758819567E-4, 5.966946134198574E-4, 5.592660252662546E-4, 5.288260156603511E-4, 5.03519429567912E-4, 4.8201328705740817E-4, 4.6354146748241333E-4, 4.4748034807904025E-4, 4.333257658216725E-4, 4.2075938982657156E-4, 4.0952102575609147E-4, 3.994072001155895E-4, 3.90246859714714E-4, 3.81897992503217E-4, 3.7423462673669697E-4, 3.671744368091071E-4, 3.6064333430825497E-4, 3.545791882761268E-4, 3.4892456205750603E-4, 3.436382559093683E-4, 3.386809669184543E-4, 3.3402223091664134E-4, 3.2963375272113306E-4, 3.254898073451323E-4, 3.215672860489407E-4, 3.178499168388189E-4, 3.1431975744587433E-4]
p21, [0.009067172105032056, 0.003226418011333588, 0.0018892020914935861, 0.0013408703926820421, 0.0010603803350280824, 8.929664381260048E-4, 7.833670855051608E-4, 7.063286975949662E-4, 6.490436261949288E-4, 6.045829324789664E-4, 5.690871817004979E-4, 5.399639946576558E-4, 5.155306622514726E-4, 4.947710832468802E-4, 4.76855399554168E-4, 4.611603111252154E-4, 4.472870408135612E-4, 4.34942588743786E-4, 4.238640550785149E-4, 4.138361045564503E-4, 4.0471109572328307E-4, 3.963626975366248E-4, 3.88697677440326E-4, 3.8163307962178804E-4, 3.7508242673091785E-4, 3.6898287569155373E-4, 3.6328581189500677E-4, 3.579498089159581E-4, 3.529357785043913E-4, 3.4821674392983976E-4, 3.4376392501368216E-4, 3.3955517604381365E-4, 3.355720654566043E-4, 3.317951227320266E-4, 3.282074236931525E-4]
p22, [0.00875453834511462, 0.0034603956660504143, 0.0020805118620839344, 0.0014942995031098569, 0.0011816538284181478, 9.894158855684218E-4, 8.615240233714096E-4, 7.718158073770842E-4, 7.049934028235668E-4, 6.534274400502779E-4, 6.124245402978471E-4, 5.789246705684073E-4, 5.509225232964199E-4, 5.272274450134755E-4, 5.068865802654876E-4, 4.89159808434989E-4, 4.735556127980848E-4, 4.5967111681286275E-4, 4.47249826172445E-4, 4.360313064305742E-4, 4.258347256648462E-4, 4.165183712065858E-4, 4.079691459832027E-4, 4.000915633118548E-4, 3.927997964188876E-4, 3.8603069737307724E-4, 3.797267064643078E-4, 3.7383870565686425E-4, 3.6832440564818036E-4, 3.6314308430667646E-4, 3.5826402582450585E-4, 3.5366071258232306E-4, 3.493070520435225E-4, 3.451818936865522E-4, 3.4126774387614246E-4]
p23, [Infinity, 0.009139369739587204, 0.003771251043513215, 0.0022542563730472004, 0.0016133165472424925, 0.001275442155942747, 0.0010708023135424386, 9.343219843120612E-4, 8.380012483195481E-4, 7.666192404250787E-4, 7.112483176631547E-4, 6.667117298248704E-4, 6.300334939637286E-4, 5.993595390476859E-4, 5.733406098861397E-4, 5.509014224755245E-4, 5.312960460538795E-4, 5.140015746759831E-4, 4.986173168092915E-4, 4.8482762258178887E-4, 4.723995170261001E-4, 4.611332987919453E-4, 4.508565945354528E-4, 4.4143882685169356E-4, 4.3276736666374133E-4, 4.247467247785694E-4, 4.1727812710182666E-4, 4.103060108338431E-4, 4.037819050774011E-4, 3.9766343301403286E-4, 3.919160999297719E-4, 3.8650643740315065E-4, 3.8140121131792975E-4, 3.7657380371499994E-4, 3.719969665262362E-4]
p24, [0.00583138395985274, 0.0022764007519692226, 0.001439747778407273, 0.001095008713693307, 9.112509712145561E-4, 7.947314763755035E-4, 7.141924433738901E-4, 6.5428174727152E-4, 6.080174456042011E-4, 5.709899891703619E-4, 5.406932569875776E-4, 5.154062296080897E-4, 4.938594060319271E-4, 4.753554031593031E-4, 4.592826698285607E-4, 4.451400153686105E-4, 4.325641331208929E-4, 4.213046850023679E-4, 4.111355099415675E-4, 4.019020433545466E-4, 3.9348244892688775E-4, 3.8577218685372644E-4, 3.786640715218213E-4, 3.7208844196096996E-4, 3.659858596033542E-4, 3.603004776179548E-4, 3.5499071680412735E-4, 3.500136813158689E-4, 3.4533795148921666E-4, 3.40929526793756E-4, 3.367642811268073E-4, 3.3282179465067416E-4, 3.290843047081727E-4, 3.255341398178253E-4, 3.2215777007497877E-4]
p25, [0.003823592671529272, 0.0016784964108488615, 0.0010818231336394834, 8.189974409234105E-4, 6.759524750874038E-4, 5.867009741297014E-4, 5.262995160365308E-4, 4.8283342162731005E-4, 4.496668535826338E-4, 4.233671324753324E-4, 4.019091125556316E-4, 3.840773324209604E-4, 3.690270024782357E-4, 3.560983891158114E-4, 3.448558210871567E-4, 3.349757093423971E-4, 3.261899961003249E-4, 3.183153051550885E-4, 3.1119972262304166E-4, 3.047255783468962E-4, 2.988093538097398E-4, 2.933788950003335E-4, 2.883651903699226E-4, 2.837198165611556E-4, 2.793981027168071E-4, 2.7536546933098593E-4, 2.715899182068424E-4, 2.680453439044771E-4, 2.6470671148563654E-4, 2.6155495731672264E-4, 2.5857346563310944E-4, 2.557466488705114E-4, 2.5306329639541915E-4, 2.5051132125276406E-4, 2.480793561731875E-4]
